#V2 CNUM  V1 CNUM    GLON      GLAT   V2 Field
#---------------------------------------------
    740      661    2.1113    0.2996    l004
    741      663    2.1433    0.0076    l004
    742      664    2.1453    0.2836    l004
    743      665    2.1533    0.0356    l004
    744      668    2.1793    0.0616    l004
    745      668    2.1853    0.0696    l004
    746      669    2.2173    0.0316    l004
    747      674    2.2493    0.2296    l004
    748      681    2.3013    0.2596    l004
    749      682    2.3093    0.2256    l004
    750      692    2.4033    0.0656    l004
    751      700    2.4433    0.1276    l004
    752      700    2.4453    0.1456    l004
    753        0    2.5013   -0.6484    l004
    754      715    2.5013   -0.0464    l004
    755      714    2.5033   -0.0104    l004
    756      718    2.5093    0.5176    l004
    757      721    2.5153   -0.6604    l004
    758      715    2.5193   -0.0504    l004
    759      723    2.5333    0.1996    l004
    760      730    2.5853   -0.0004    l004
    761      731    2.5913   -0.1844    l004
    762      732    2.5933   -0.0284    l004
    763      730    2.5933    0.0016    l004
    764      735    2.6153    0.1336    l004
    765      737    2.6233    0.2356    l004
    766      737    2.6393    0.2296    l004
    767      738    2.6433    0.1776    l004
    768      740    2.6493    1.0136    l004
    769      741    2.6533   -0.0964    l004
    770      744    2.6653    0.0336    l004
    771      746    2.6833    0.1416    l004
    772      751    2.7033   -0.1224    l004
    773      748    2.7033    0.0396    l004
    774      751    2.7133   -0.1344    l004
    775      749    2.7133    0.0036    l004
    776      750    2.7193   -0.1584    l004
    777      776    2.8333    0.0876    l004
    778      776    2.8413    0.0696    l004
    779      776    2.8693    0.0696    l004
    780      777    2.8733   -0.1184    l004
    781      780    2.8853    0.2756    l004
    782      776    2.8873    0.0736    l004
    783      783    2.8973    0.0296    l004
    784      781    2.9013    0.0556    l004
    785      777    2.9093   -0.1044    l004
    786      787    2.9153   -0.0004    l004
    787      791    2.9273    0.0056    l004
    788      791    2.9293    0.0236    l004
    789      794    2.9413   -0.1044    l004
    790      797    2.9433    0.1276    l004
    791      794    2.9453   -0.1024    l004
    792      799    2.9613   -0.0584    l004
    793      809    2.9933    0.1116    l004
    794      811    2.9953   -0.0264    l004
    795      815    3.0013   -0.0864    l004
    796      812    3.0033    0.1596    l004
    797      815    3.0053   -0.0664    l004
    798      813    3.0133   -0.1664    l004
    799      813    3.0153   -0.1744    l004
    800      817    3.0293   -0.0744    l004
    801      818    3.0333    0.0336    l004
    802      816    3.0333    0.4036    l004
    803      819    3.0353   -0.0624    l004
    804      820    3.0413    0.1456    l004
    805      819    3.0473   -0.0504    l004
    806      820    3.0493    0.1476    l004
    807      817    3.0593   -0.0744    l004
    808        0    3.0693    1.2996    l004
    809      827    3.0713    0.3436    l004
    810      834    3.0913    0.1656    l004
    811      833    3.0933    0.4196    l004
    812      837    3.1033    0.2916    l004
    813      838    3.1053    0.1336    l004
    814      843    3.1193    0.2136    l004
    815      846    3.1353    0.1476    l004
    816      849    3.1413    0.2416    l004
    817      850    3.1433    0.4096    l004
    818      847    3.1433    0.4856    l004
    819      848    3.1453    0.3356    l004
    820      862    3.1773    0.0856    l004
    821      872    3.2013   -0.1084    l004
    822      879    3.2133    0.0456    l004
    823      883    3.2253    0.4456    l004
    824      893    3.2393    0.6356    l004
    825      894    3.2493   -0.0884    l004
    826      896    3.2533    0.4116    l004
    827      897    3.2553    0.0176    l004
    828      903    3.2613    0.4456    l004
    829      907    3.2653   -0.1184    l004
    830      907    3.2733   -0.1164    l004
    831      906    3.2733    0.1476    l004
    832      903    3.2773    0.4576    l004
    833      919    3.3093    0.3316    l004
    834      920    3.3113   -0.3984    l004
    835      923    3.3253    0.3916    l004
    836      929    3.3333   -0.1004    l004
    837      927    3.3453    0.4336    l004
    838      929    3.3493   -0.0784    l004
    839      931    3.3653    0.3976    l004
    840      934    3.3833   -0.1824    l004
    841      937    3.4033    0.8556    l004
    842      937    3.4093    0.8796    l004
    843      946    3.4253   -0.3504    l004
    844      945    3.4333   -0.5704    l004
    845      946    3.4393   -0.3504    l004
    846      947    3.4433    0.0076    l004
    847      952    3.4613   -0.0044    l004
    848      953    3.4693    0.1516    l004
    849      956    3.4993   -0.2004    l004
    850      959    3.5073    0.1556    l004
    851      959    3.5073    0.1636    l004
    852      965    3.5913    0.0336    l004
    853      966    3.6113   -0.1044    l004
    854      968    3.6353    0.3956    l004
    855      969    3.6493   -0.1284    l004
    856      972    3.6833   -0.0984    l004
    857      971    3.6873   -0.1544    l004
    858      974    3.6913   -0.2744    l004
    859      975    3.7213    0.0156    l004
    860      976    3.7473   -0.0744    l004
    861      979    3.7473   -0.0584    l004
    862      977    3.7493    0.4216    l004
    863      978    3.7513    0.0156    l004
    864      979    3.7653   -0.0704    l004
    865      979    3.7733   -0.0844    l004
    866      980    3.8093   -0.1744    l004
    867      981    3.8093   -0.0144    l004
    868        0    3.8413   -0.0884    l004
    869        0    3.8513   -0.0964    l004
    870        0    3.8633   -0.1024    l004
    871      986    3.9113   -0.0004    l004
    872      987    3.9333   -0.0064    l004
    873      988    3.9633   -0.2144    l004
    874      989    3.9793   -0.0404    l004
    875      990    4.0013    0.3356    l004
    876      991    4.0153   -0.0324    l004
    877        0    4.0173    0.4036    l004
    878      995    4.0873    0.0196    l004
    879      997    4.0913    0.0456    l004
    880      999    4.1333   -0.0204    l004
    881     1001    4.1813   -0.2024    l004
    882     1002    4.1933   -0.0524    l004
    883     1003    4.1993   -0.0304    l004
    884     1005    4.2133   -0.1484    l004
    885        0    4.2213    0.5356    l004
    886     1006    4.2313    0.0076    l004
    887     1010    4.3273   -0.0304    l004
    888     1012    4.3373   -0.0524    l004
    889        0    4.3413    0.0796    l004
    890        0    4.3553    0.0596    l004
    891     1012    4.3593   -0.0544    l004
    892     1014    4.3873    0.0776    l004
    893     1013    4.3893   -0.0064    l004
    894     1015    4.3933    0.1256    l004
    895     1018    4.4173    0.1256    l004
    896     1020    4.4333    0.1256    l004
    897     1022    4.4533    0.1756    l004
    898     1023    4.4653    0.1736    l004
    899     1027    4.5125    0.4134    l006
    900     1028    4.5345    0.0314    l006
    901        0    4.5425   -0.1746    l006
    902        0    4.5565   -0.1686    l006
    903     1029    4.5605    0.1814    l006
    904     1031    4.5685   -0.0806    l006
    905     1032    4.5785   -0.2926    l006
    906     1033    4.5865    0.0254    l006
    907        0    4.5865    0.1754    l006
    908     1034    4.5905   -0.1146    l006
    909     1035    4.6105    0.1814    l006
    910     1036    4.6145   -0.1506    l006
    911        0    4.6265    0.1134    l006
    912        0    4.6325   -0.1406    l006
    913        0    4.6685    0.1774    l006
    914     1038    4.6745   -0.1806    l006
    915     1039    4.6805    0.2774    l006
    916     1040    4.6865    0.0054    l006
    917     1042    4.7205    0.0034    l006
    918     1043    4.7285   -0.4306    l006
    919     1044    4.7405   -0.0906    l006
    920     1045    4.7465   -0.0726    l006
    921     1047    4.7625    0.0974    l006
    922        0    4.7645   -0.0166    l006
    923     1047    4.7645    0.0874    l006
    924     1051    4.7805    0.0414    l006
    925     1050    4.7825   -0.1986    l006
    926     1052    4.7885    0.0734    l006
    927     1052    4.7905    0.0614    l006
    928     1054    4.8225   -0.0766    l006
    929     1055    4.8265    0.2294    l006
    930     1056    4.8445   -0.1226    l006
    931     1058    4.8805   -0.1706    l006
    932     1061    4.8925    0.0454    l006
    933     1062    4.8965   -0.1266    l006
    934        0    4.9025   -0.3446    l006
    935     1064    4.9225   -0.3126    l006
    936     1065    4.9325   -0.1406    l006
    937     1067    4.9805    0.1034    l006
    938     1068    5.0025    0.0854    l006
    939     1069    5.0365   -0.3206    l006
    940        0    5.0365   -0.1206    l006
    941     1072    5.0385   -0.1966    l006
    942     1071    5.0425   -0.0986    l006
    943     1073    5.0605   -0.2726    l006
    944     1071    5.0625   -0.1026    l006
    945     1074    5.0765   -0.0926    l006
    946     1075    5.1045   -0.1026    l006
    947        0    5.1185    0.0074    l006
    948     1076    5.1405   -0.0986    l006
    949     1077    5.1845   -0.2626    l006
    950     1078    5.1945   -0.2826    l006
    951     1079    5.2025   -0.0366    l006
    952     1080    5.2385    0.0294    l006
    953     1080    5.2465    0.0274    l006
    954     1081    5.2685    0.0774    l006
    955        0    5.2945   -0.4826    l006
    956        0    5.2965   -0.4966    l006
    957        0    5.3185   -0.5126    l006
    958        0    5.3265   -0.3806    l006
    959     1082    5.3285    0.1814    l006
    960     1083    5.3345    0.2014    l006
    961     1085    5.3505   -0.3626    l006
    962     1086    5.3565    0.0934    l006
    963     1087    5.3585    0.0154    l006
    964        0    5.3605   -0.3966    l006
    965     1088    5.3625    0.1314    l006
    966     1089    5.3645    0.0654    l006
    967        0    5.3665   -0.5166    l006
    968     1090    5.3705    0.3174    l006
    969        0    5.3745   -0.0986    l006
    970        0    5.3885   -0.1206    l006
    971        0    5.3885   -0.0806    l006
    972     1092    5.3885    0.1874    l006
    973        0    5.3905   -0.0466    l006
    974     1093    5.3925   -0.3866    l006
    975     1094    5.3945   -0.4066    l006
    976        0    5.4005   -0.2406    l006
    977     1097    5.4285   -0.3146    l006
    978        0    5.4405   -0.2226    l006
    979        0    5.4465    0.0114    l006
    980        0    5.4605    0.0414    l006
    981        0    5.4665    0.0474    l006
    982     1100    5.4785   -0.2446    l006
    983        0    5.4805    0.2614    l006
    984     1102    5.4885   -0.4366    l006
    985     1105    5.5085   -0.2446    l006
    986        0    5.5165    0.0494    l006
    987     1107    5.5285    0.0254    l006
    988     1109    5.5305   -0.3146    l006
    989     1108    5.5345   -0.3006    l006
    990        0    5.5805   -0.1306    l006
    991     1112    5.5865   -0.3786    l006
    992     1113    5.5865   -0.0526    l006
    993        0    5.6145   -0.3106    l006
    994     1114    5.6185   -0.0826    l006
    995     1115    5.6325   -0.2946    l006
    996     1116    5.6385    0.2374    l006
    997     1115    5.6505   -0.2906    l006
    998     1117    5.6525   -0.4586    l006
    999     1118    5.6565    0.4174    l006
   1000     1120    5.6605   -0.0246    l006
